title,speaker,month,year,session,url,tags,excerpt
"Sustaining of General Authorities, Area Seventies, and General Officers",Dallin H. Oaks,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/11oaks?lang=eng,,
"Church Auditing Department Report, 2024",Jared B. Larson,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/12larson?lang=eng,,
As a Little Child,Jeffrey R. Holland Acting,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/13holland?lang=eng,,
Spiritually Whole in Him,Camille N. Johnson,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/14johnson?lang=eng,,
Right Before Our Eyes,Ronald A. Rasband,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/15rasband?lang=eng,,
The Atonement of Jesus Christ Provides the Ultimate Rescue,Quentin L. Cook,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/16cook?lang=eng,,
My Love for the Savior Is My Why,Ricardo P. Gimnez,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/17gimenez?lang=eng,,
Draw Near unto Me,Henry B. Eyring,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/18eyring?lang=eng,,
Cherishing Life,Neil L. Andersen,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/21andersen?lang=eng,,
"Divine Authority, Sublime Young Men",Steven J. Lund,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/22lund?lang=eng,,
Return unto Me That I May Heal You,S. Mark Palmer,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/23palmer?lang=eng,,
Faith: A Bond of Trust and Loyalty,Sandino Roman,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/24roman?lang=eng,,
Personal Preparation to Meet the Savior,Dale G. Renlund,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/25renlund?lang=eng,,
True to the Faith That Our Parents Have Cherished,Hans T. Boom,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/26boom?lang=eng,,
By This All Will Know That You Are My Disciples,Dieter F. Uchtdorf,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/27uchtdorf?lang=eng,,
And We Talk of Christ,Gary E. Stevenson,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/31stevenson?lang=eng,,
Thou Art the Christ,Amy A. Wright,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/32wright?lang=eng,,
The Plan of Mercy,James R. Rasband,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/33rasband?lang=eng,,
Our Heavenly Guidance System,Sergio R. Vargas,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/34vargas?lang=eng,,
Worship,D. Todd Christofferson,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/35christofferson?lang=eng,,
The Times of Restitution of All Things,David A. Bednar,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/41bednar?lang=eng,,
Participate to Prepare for Christs Return,Steven D. Shumway,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/42shumway?lang=eng,,
Your Repentance Doesnt Burden Jesus Christ; It Brightens His Joy,Tamara W. Runia,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/43runia?lang=eng,,
Compensating Blessings,Bishop Grald Causs Presiding Bishop,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/44causse?lang=eng,,
"Eternitys Great Gifts: Jesus Christs Atonement, Resurrection, Restoration",Gerrit W. Gong,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/45gong?lang=eng,,
Joy Through Covenant Discipleship,John A. McCune,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/46mccune?lang=eng,,
Divine Helps for Mortality,Dallin H. Oaks,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/47oaks?lang=eng,,
Reverence for Sacred Things,Ulisses Soares,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/51soares?lang=eng,,
Charitya Sign of True Discipleship,Michael B. Strong,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/52strong?lang=eng,,
Beware the Second Temptation,Scott D. Whiting,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/53whiting?lang=eng,,
Harden Not Your Heart,Christopher H. Kim,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/54kim?lang=eng,,
Receive His Gift,Patrick Kearon,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/55kearon?lang=eng,,
The Love of God,Benjamin M. Z. Tai,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/56tai?lang=eng,,
Confidence in the Presence of God,Russell M. Nelson President,April,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/04/57nelson?lang=eng,,
"Sustaining of General Authorities, Area Seventies, and General Officers",Henry B. Eyring,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/11eyring?lang=eng,,
Blessed Are the Peacemakers,Gary E. Stevenson,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/12stevenson?lang=eng,,
Tune Your Heart to Jesus Christ: The Sacred Gift of Primary Music,Tracy Y. Browning,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/13browning?lang=eng,,
The Lord Looketh on the Heart,Ronald M. Barcellos,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/14barcellos?lang=eng,,
Know Who You Really Are,Brik V. Eyre,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/15eyre?lang=eng,,
Do Your Part with All Your Heart,Dieter F. Uchtdorf,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/16uchtdorf?lang=eng,,
Be Reconciled to God,Kelly R. Johnson,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/17johnson?lang=eng,,
Introduction,Dallin H. Oaks President,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/19oaks?lang=eng,,
The Family ProclamationWords from God,Ronald A. Rasband,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/21rasband?lang=eng,,
That All May Be Edified,Chad,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/22webb?lang=eng,,
Humble Souls at Altars Kneel,Jeremy R. Jaggi,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/23jaggi?lang=eng,,
The Eternal Gift of Testimony,Kevin G. Brown,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/24brown?lang=eng,,
No One Sits Alone,Gerrit W. Gong,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/25gong?lang=eng,,
Simplicity in Christ,Michael Cziesla,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/26cziesla?lang=eng,,
The Lord Is Hastening His Work,Quentin L. Cook,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/27cook?lang=eng,,
Jesus Christ and Your New Beginning,Patrick Kearon,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/31kearon?lang=eng,,
Cheering Each Other On,J. Anette Dennis,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/32dennis?lang=eng,,
Lovest Thou Me?,Steven C. Barlow,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/33barlow?lang=eng,,
Remembering the Sheep,William K. Jackson,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/34jackson?lang=eng,,
The Atoning Love of Jesus Christ,Neil L. Andersen,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/35andersen?lang=eng,,
And Now I See,Jeffrey R. Holland,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/41holland?lang=eng,,
Go and Do Likewise,James E. Evanson,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/42evanson?lang=eng,,
Adorned with the Virtue of Temperance,Ulisses Soares,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/43soares?lang=eng,,
The Power of Ministering to the One,Peter M. Johnson,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/44johnson?lang=eng,,
Look to God and Live,D. Todd Christofferson,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/45christofferson?lang=eng,,
Prophets of God,Andrea Muoz Spannaus,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/46spannaus?lang=eng,,
Proved and Strengthened in Christ,Henry B. Eyring,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/47eyring?lang=eng,,
They Are Their Own Judges,David A. Bednar,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/51bednar?lang=eng,,
The Name by Which Ye Are Called,B. Corey Cuvelier,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/52cuvelier?lang=eng,,
Forsake Not Your Own Mercy,Matthew S. Holland,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/53holland?lang=eng,,
Smiling Faces and Grateful Hearts,Carlos A. Godoy,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/54godoy?lang=eng,,
Taking on the Name of Jesus Christ,Dale G. Renlund,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/55renlund?lang=eng,,
The Good News Recipe,John D. Amos,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/56amos?lang=eng,,
The Book of Mormonan Immeasurable Treasure on Our Journey,Ozani Farias,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/57farias?lang=eng,,
The Family-Centered Gospel of Jesus Christ,Dallin H. Oaks President,October,2025,,https://www.churchofjesuschrist.org/study/general-conference/2025/10/58oaks?lang=eng,,
"Sustaining of General Authorities, Area Seventies, and General Officers",Dallin H. Oaks,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/11oaks?lang=eng,,
"Church Auditing Department Report, 2023",Jared B. Larson,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/12larson?lang=eng,,
Motions of a Hidden Fire,Jeffrey R. Holland Acting,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/13holland?lang=eng,,
Put Ye On the Lord Jesus Christ,J. Anette Dennis,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/14dennis?lang=eng,,
Pillars and Rays,Alexander Dushku,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/15dushku?lang=eng,,
Covenant Confidence through Jesus Christ,Ulisses Soares,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/16soares?lang=eng,,
Integrity: A Christlike Attribute,Jack N. Gerard,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/17gerard?lang=eng,,
All Will Be Well Because of Temple Covenants,Henry B. Eyring,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/18eyring?lang=eng,,
"Be Still, and Know That I Am God",David A. Bednar,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/21bednar?lang=eng,,
Rise! He Calleth Thee,Massimo De Feo,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/22de-feo?lang=eng,,
A Record of What I Have Both Seen and Heard,Brent H. Nielson,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/23nielson?lang=eng,,
Jesus Christ at the Center of Our Lives,Jose L. Alonso,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/24alonso?lang=eng,,
All Things for Our Good,Gerrit W. Gong,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/25gong?lang=eng,,
In Support of the Rising Generation,Michael T. Nelson,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/26nelson?lang=eng,,
Be One with Christ,Quentin L. Cook,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/27cook?lang=eng,,
"Miracles, Angels, and Priesthood Power",Shayne M. Bowen,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/31bowen?lang=eng,,
Foreordained to Serve,Steven R. Bangerter,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/32bangerter?lang=eng,,
Faithful to the End,Andrea Muoz Spannaus,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/33spannaus?lang=eng,,
Fruit That Remains,Matthew L. Carpenter,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/34carpenter?lang=eng,,
A Higher Joy,Dieter F. Uchtdorf,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/35uchtdorf?lang=eng,,
Words Matter,Ronald A. Rasband,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/41rasband?lang=eng,,
"Pray, He Is There",Susan H. Porter,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/42porter?lang=eng,,
"The Powerful, Virtuous Cycle of the Doctrine of Christ",Dale G. Renlund,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/43renlund?lang=eng,,
Trust in the Lord,Paul B. Pieper,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/44pieper?lang=eng,,
Gods Intent Is to Bring You Home,Patrick Kearon,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/45kearon?lang=eng,,
Swallowed Up in the Joy of Christ,Brian K. Taylor,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/46taylor?lang=eng,,
Covenants and Responsibilities,Dallin H. Oaks,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/47oaks?lang=eng,,
The Testimony of Jesus,D. Todd Christofferson,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/51christofferson?lang=eng,,
"Call, Dont Fall",Taylor G. Godoy,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/52godoy?lang=eng,,
Bridging the Two Great Commandments,Gary E. Stevenson,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/53stevenson?lang=eng,,
Opposition in All Things,Mathias Held,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/54held?lang=eng,,
"Temples, Houses of the Lord Dotting the Earth",Neil L. Andersen,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/55andersen?lang=eng,,
It Is Wisdom in the Lord That We Should Have the Book of Mormon,Mark L. Pace,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/56pace?lang=eng,,
Rejoice in the Gift of Priesthood Keys,Russell M. Nelson President,April,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/04/57nelson?lang=eng,,
"Sustaining of General Authorities, Area Seventies, and General Officers",Henry B. Eyring,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/11eyring?lang=eng,,
The Triumph of Hope,Neil L. Andersen,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/12andersen?lang=eng,,
Live Up to Your Privileges,Emily Belle Freeman Young,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/13freeman?lang=eng,,
Gods Favourite,Karl D. Hirst,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/14hirst?lang=eng,,
This Is My GospelThis Is My Church,Dale G. Renlund,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/15renlund?lang=eng,,
Trusting Our Father,David P. Homer,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/16homer?lang=eng,,
God Loves All His Children,Gregorio E. Casillas,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/17casillas?lang=eng,,
Following Christ,Dallin H. Oaks,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/18oaks?lang=eng,,
Burying Our Weapons of Rebellion,D. Todd Christofferson,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/21christofferson?lang=eng,,
Bonded to Jesus Christ: Becoming the Salt of the Earth,Jos A. Teixeira,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/22teixeira?lang=eng,,
His Hand Ready to Help Us,Juan Pablo Villar,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/23villar?lang=eng,,
Welcome to the Church of Joy,Patrick Kearon,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/24kearon?lang=eng,,
Ye Are My Friends,David L. Buckner,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/25buckner?lang=eng,,
Be Thou Clean,D. Martin Goury,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/26goury?lang=eng,,
The Wind Did Never Cease to Blow,Aroldo B. Cavalcante,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/27cavalcante?lang=eng,,
Aligning Our Will with His,Ulisses Soares,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/28soares?lang=eng,,
Holiness to the Lord in Everyday Life,Gerrit W. Gong,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/31gong?lang=eng,,
The Joy of Our Redemption,Kristin M. Yee,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/32yee?lang=eng,,
The Man Who Communed with Jehovah,Kyle S. McKay,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/33mckay?lang=eng,,
Embrace the Lords Gift of Repentance,Jorge M. Alvarado,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/34alvarado?lang=eng,,
In the Space of Not Many Years,David A. Bednar,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/35bednar?lang=eng,,
I Am He,Jeffrey R. Holland Acting,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/41holland?lang=eng,,
Seeking Answers to Spiritual Questions,Tracy Y. Browning,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/42browning?lang=eng,,
Mortality Works!,Brook P. Hales,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/43hales?lang=eng,,
Days Never to Be Forgotten,Gary E. Stevenson,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/44stevenson?lang=eng,,
Seek Him with All Your Heart,Bishop L. Todd Budge,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/45budge?lang=eng,,
O Youth of the Noble Birthright,Bradley R. Wilcox,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/46wilcox?lang=eng,,
Simple Is the Doctrine of Jesus Christ,Henry B. Eyring,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/47eyring?lang=eng,,
"Nourish the Roots, and the Branches Will Grow",Dieter F. Uchtdorf,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/51uchtdorf?lang=eng,,
The Words of Christ and the Holy Ghost Will Lead Us to the Truth,Takashi Wada,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/52wada?lang=eng,,
Behold I Am the Light Which Ye Shall Hold Up,Ronald A. Rasband,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/53rasband?lang=eng,,
Sacred Scripturesthe Foundations of Faith,Quentin L. Cook,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/54cook?lang=eng,,
Sons and Daughters of God,Rubn V. Alliaud,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/55alliaud?lang=eng,,
Focus on Jesus Christ and His Gospel,I. Raymond Egbo,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/56egbo?lang=eng,,
The Lord Jesus Christ Will Come Again,Russell M. Nelson President,October,2024,,https://www.churchofjesuschrist.org/study/general-conference/2024/10/57nelson?lang=eng,,
The Greatest Easter Story Ever Told,Gary E. Stevenson,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/11stevenson?lang=eng,,
Never Give Up an Opportunity to Testify of Christ,Bonnie H. Cordon Young,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/12cordon?lang=eng,,
Just Keep Goingwith Faith,Carl B. Cook,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/13cook?lang=eng,,
Ministering,Gerrit W. Gong,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/14gong?lang=eng,,
Safely Gathered Home,Quentin L. Cook,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/15cook?lang=eng,,
A Living Prophet for the Latter Days,Allen D. Haynie,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/16haynie?lang=eng,,
Finding Personal Peace,Henry B. Eyring,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/17eyring?lang=eng,,
"Sustaining of General Authorities, Area Seventies, and General Officers",Dallin H. Oaks,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/21oaks?lang=eng,,
"Church Auditing Department Report, 2022",Jared B. Larson,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/22larson?lang=eng,,
Accessing Gods Power through Covenants,Dale G. Renlund,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/23renlund?lang=eng,,
He Could Heal Me!,Peter F. Meurs,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/24meurs?lang=eng,,
Your Patriarchal BlessingInspired Direction from Heavenly Father,Randall K. Bennett,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/25bennett?lang=eng,,
There Can Be Nothing So Exquisite and Sweet as Was My Joy,Craig C. Christensen,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/26christensen?lang=eng,,
Trusting the Doctrine of Christ,Evan A. Schmutz,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/27schmutz?lang=eng,,
The Work of the Temple and Family HistoryOne and the Same Work,Benjamn De Hoyos,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/28de-hoyos?lang=eng,,
Jesus Christ Is the Strength of Parents,Dieter F. Uchtdorf,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/29uchtdorf?lang=eng,,
Christlike Poise,Mark A. Bragg,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/31bragg?lang=eng,,
Focus on Jesus Christ,Milton Camargo,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/32camargo?lang=eng,,
Have I Truly Been Forgiven?,K. Brett Nattress,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/33nattress?lang=eng,,
The Lord Jesus Christ Teaches Us to Minister,Juan A. Uceda,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/34uceda?lang=eng,,
One in Christ,D. Todd Christofferson,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/41christofferson?lang=eng,,
Jesus Christ Is Relief,Camille N. Johnson,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/42johnson?lang=eng,,
Followers of the Prince of Peace,Ulisses Soares,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/43soares?lang=eng,,
When to Receive Your Patriarchal Blessing,Kazuhiko Yamashita,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/44yamashita?lang=eng,,
My Mind Caught Hold upon This Thought of Jesus Christ,Neil L. Andersen,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/45andersen?lang=eng,,
A Voice of Gladness!,Kevin R. Duncan,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/46duncan?lang=eng,,
Peacemakers Needed,Russell M. Nelson President,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,,
The Teachings of Jesus Christ,Dallin H. Oaks,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,,
Remember What Matters Most,M. Russell Ballard Acting,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,,
Hosanna to the Most High God,Ronald A. Rasband,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/53rasband?lang=eng,,
The Imperfect Harvest,Vern P. Stanfill,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/54stanfill?lang=eng,,
After the Fourth Day,W. Mark Bassett,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/55bassett?lang=eng,,
Do You Know Why I as a Christian Believe in Christ?,Ahmad S. Corbitt,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/56corbitt?lang=eng,,
"Abide in Me, and I in You; Therefore Walk with Me",David A. Bednar,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/57bednar?lang=eng,,
The Answer Is Always Jesus Christ,Russell M. Nelson President,April,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/04/58nelson?lang=eng,,
In the Path of Their Duty,David A. Bednar,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/11bednar?lang=eng,,
Abide the Day in Christ,Amy A. Wright,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/12wright?lang=eng,,
"Sir, We Would Like to See Jesus",Robert M. Daines,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/13daines?lang=eng,,
For the Sake of Your Posterity,Carlos A. Godoy,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/14godoy?lang=eng,,
The Sealing Power,D. Todd Christofferson,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/15christofferson?lang=eng,,
Love Thy Neighbour,Ian S. Ardern,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/16ardern?lang=eng,,
Kingdoms of Glory,Dallin H. Oaks,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/17oaks?lang=eng,,
"Sustaining of General Authorities, Area Seventies, and General Officers",Henry B. Eyring,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/21eyring?lang=eng,,
Tithing: Opening the Windows of Heaven,Neil L. Andersen,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/22andersen?lang=eng,,
Preserving the Voice of the Covenant People in the Rising Generation,Jan E. Newman,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/23newman?lang=eng,,
The Power of Jesus Christ in Our Lives Every Day,Joaquin E. Costa,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/24costa?lang=eng,,
Promptings of the Spirit,Gary E. Stevenson,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/25stevenson?lang=eng,,
Do You Want to Be Happy?,Yoon Hwan Choi,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/26choi?lang=eng,,
God Knows and Loves You,Alan T. Phillips,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/27phillips?lang=eng,,
How Great Will Be Your Joy,Ronald A. Rasband,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/28rasband?lang=eng,,
Hallmarks of Happiness,Gary B. Sabin,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/31sabin?lang=eng,,
Humble to Accept and Follow,Joni L. Koch,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/32koch?lang=eng,,
Seeing Gods Family through the Overview Lens,Tamara W. Runia,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/33runia?lang=eng,,
Brothers and Sisters in Christ,Ulisses Soares,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/34soares?lang=eng,,
Praise to the Man,M. Russell Ballard Acting,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/41ballard?lang=eng,,
Walking in Covenant Relationship with Christ,Emily Belle Freeman Young,October,2023,,https://www.churchofjesuschrist.org/study/general-conference/2023/10/42freeman?lang=eng,,
